rank,label,slippage,trades,win_rate_pct,profit_r,pf_r,points_per_week,net_usd_per_week,net_usd_1mic,max_dd_usd_1mic
5229,lb0h pair_mid tp40pts trail_prog slSome(25) ksme slip2 [entry 05-09 only  lb=0h],2,35,34.2857,0.78,1.0390,-1.1613,-3.0357,-184.76,466.85
5230,lb1h close tp150pts trail_be1r slSome(25) ksme slip3 [entry 05-09 only  lb=1h],3,23,4.3478,-6.36,0.510769,-1.1624,-2.7935,-170.02,396.08
5231,lb0h close tp200pts trail_prog slSome(30) kems slip2 [entry 05-09 only  lb=0h],2,41,31.7073,-1.86,0.9070,-1.1624,-3.1602,-192.34,355.55
5232,lb1h pair_mid tp150pts trail_prog slNone kems slip2 [entry 05-09 only  lb=1h],2,41,29.2683,3.70,1.160870,-1.1634,-3.1622,-192.46,841.75
5233,lb2h pair_mid tp150pts trail_prog slNone kems slip2 [entry 05-09 only  lb=2h],2,41,29.2683,3.70,1.160870,-1.1634,-3.1622,-192.46,841.75
5234,lb2h pair_mid rr2.0 trail_none slSome(25) ksme slip2 [entry 05-09 only  lb=2h],2,36,30.5556,-3.29,0.8684,-1.1685,-3.0705,-186.88,681.80
5235,lb3h pair_mid rr2.0 trail_none slSome(25) ksme slip2 [entry 05-09 only  lb=3h],2,36,30.5556,-3.29,0.8684,-1.1685,-3.0705,-186.88,681.80
5236,lb0h close tp150pts trail_be1r slSome(30) ksme slip3 [entry 05-09 only  lb=0h],3,23,4.3478,-5.36,0.553333,-1.1707,-2.8099,-171.02,333.60
5237,lb0h close tp125pts trail_be1r slSome(30) kems slip2 [entry 05-09 only  lb=0h],2,40,7.500,2.49,1.131053,-1.1707,-3.1563,-192.10,484.74
5238,lb2h close tp50pts trail_be1r slSome(30) kems slip3 [entry 05-09 only  lb=2h],3,42,21.4286,-2.24,0.898182,-1.1748,-3.2052,-195.08,488.02
5239,lb2h close tp75pts trail_be1r slSome(30) kems slip3 [entry 05-09 only  lb=2h],3,42,14.2857,-0.95,0.956818,-1.1748,-3.2052,-195.08,512.90
5240,lb3h close tp50pts trail_be1r slSome(30) kems slip3 [entry 05-09 only  lb=3h],3,42,21.4286,-2.24,0.898182,-1.1748,-3.2052,-195.08,488.02
5241,lb3h close tp75pts trail_be1r slSome(30) kems slip3 [entry 05-09 only  lb=3h],3,42,14.2857,-0.95,0.956818,-1.1748,-3.2052,-195.08,512.90
5242,lb2h close tp150pts trail_none slSome(30) kems slip2 [entry 05-09 only  lb=2h],2,41,12.1951,-10.58,0.706111,-1.1830,-3.2013,-194.84,612.88
5243,lb3h close tp150pts trail_none slSome(30) kems slip2 [entry 05-09 only  lb=3h],2,41,12.1951,-10.58,0.706111,-1.1830,-3.2013,-194.84,612.88
5244,lb1h pair_mid tp175pts trail_none slSome(25) ksme slip1 [entry 05-09 only  lb=1h],1,37,10.8108,-11.98,0.636970,-1.1850,-3.1237,-190.12,1135.02
5245,lb0h pair_mid tp40pts trail_be1r slSome(25) ksme slip3 [entry 05-09 only  lb=0h],3,35,34.2857,1.43,1.0715,-1.1871,-3.0873,-187.90,479.85
5246,lb0h pair_mid tp40pts trail_prog slSome(25) ksme slip3 [entry 05-09 only  lb=0h],3,35,34.2857,1.43,1.0715,-1.1871,-3.0873,-187.90,479.85
5247,lb1h pair_mid tp40pts trail_none slSome(25) ksme slip1 [entry 05-09 only  lb=1h],1,37,35.1351,3.47,1.144583,-1.1871,-3.1280,-190.38,559.84
5248,lb1h close tp50pts trail_be1r slSome(30) kems slip3 [entry 05-09 only  lb=1h],3,43,20.9302,-2.24,0.898182,-1.1871,-3.2503,-197.82,490.76
5249,lb1h close tp75pts trail_be1r slSome(30) kems slip3 [entry 05-09 only  lb=1h],3,43,13.9535,-0.95,0.956818,-1.1871,-3.2503,-197.82,515.64
5250,lb2h close tp175pts trail_be1r slSome(25) kems slip1 [entry 05-09 only  lb=2h],1,41,4.8780,-7.42,0.646667,-1.1912,-3.2177,-195.84,462.08
5251,lb3h close tp175pts trail_be1r slSome(25) kems slip1 [entry 05-09 only  lb=3h],1,41,4.8780,-7.42,0.646667,-1.1912,-3.2177,-195.84,462.08
5252,lb1h close tp150pts trail_none slSome(30) kems slip1 [entry 05-09 only  lb=1h],1,42,11.9048,-11.32,0.694054,-1.1953,-3.2463,-197.58,600.88
5253,lb1h close tp175pts trail_be1r slSome(25) kems slip1 [entry 05-09 only  lb=1h],1,42,4.7619,-7.42,0.646667,-1.1953,-3.2463,-197.58,462.08
5254,lb1h pair_mid rr2.0 trail_none slSome(30) ksme slip2 [entry 05-09 only  lb=1h],2,38,31.5789,-2.31,0.911154,-1.1973,-3.1688,-192.86,775.04
5255,lb1h pair_mid tp40pts trail_prog slNone kems slip1 [entry 05-09 only  lb=1h],1,42,40.4762,0.93,1.042273,-1.1994,-3.2545,-198.08,725.81
5256,lb2h pair_mid tp40pts trail_prog slNone kems slip1 [entry 05-09 only  lb=2h],1,42,40.4762,0.93,1.042273,-1.1994,-3.2545,-198.08,725.81
5257,lb3h pair_mid tp40pts trail_prog slNone kems slip1 [entry 05-09 only  lb=3h],1,42,40.4762,0.93,1.042273,-1.1994,-3.2545,-198.08,725.81
5258,lb1h pair_mid tp150pts trail_prog slNone kems slip3 [entry 05-09 only  lb=1h],3,41,29.2683,4.37,1.19,-1.2045,-3.2443,-197.46,859.75
5259,lb2h pair_mid tp150pts trail_prog slNone kems slip3 [entry 05-09 only  lb=2h],3,41,29.2683,4.37,1.19,-1.2045,-3.2443,-197.46,859.75
5260,lb2h close tp125pts trail_prog slSome(30) kems slip3 [entry 05-09 only  lb=2h],3,42,30.9524,-2.98,0.864545,-1.2055,-3.2667,-198.82,430.79
5261,lb3h close tp125pts trail_prog slSome(30) kems slip3 [entry 05-09 only  lb=3h],3,42,30.9524,-2.98,0.864545,-1.2055,-3.2667,-198.82,430.79
5262,lb1h pair_mid tp50pts trail_prog slSome(30) ksme slip2 [entry 05-09 only  lb=1h],2,38,31.5789,2.31,1.1050,-1.2065,-3.1872,-193.98,578.54
5263,lb2h pair_mid tp50pts trail_prog slSome(30) ksme slip2 [entry 05-09 only  lb=2h],2,38,31.5789,2.31,1.1050,-1.2065,-3.1872,-193.98,578.54
5264,lb3h pair_mid tp50pts trail_prog slSome(30) ksme slip2 [entry 05-09 only  lb=3h],2,38,31.5789,2.31,1.1050,-1.2065,-3.1872,-193.98,578.54
5265,lb2h close tp75pts trail_prog slSome(30) ksme slip2 [entry 05-09 only  lb=2h],2,24,33.3333,-3.18,0.772857,-1.2178,-2.9246,-178.00,388.32
5266,lb2h close tp100pts trail_prog slSome(30) ksme slip2 [entry 05-09 only  lb=2h],2,24,33.3333,-3.18,0.772857,-1.2178,-2.9246,-178.00,388.32
5267,lb2h close tp125pts trail_prog slSome(30) ksme slip2 [entry 05-09 only  lb=2h],2,24,33.3333,-3.18,0.772857,-1.2178,-2.9246,-178.00,388.32
5268,lb2h close tp150pts trail_prog slSome(30) ksme slip2 [entry 05-09 only  lb=2h],2,24,33.3333,-3.18,0.772857,-1.2178,-2.9246,-178.00,388.32
5269,lb2h close tp175pts trail_prog slSome(30) ksme slip2 [entry 05-09 only  lb=2h],2,24,33.3333,-3.18,0.772857,-1.2178,-2.9246,-178.00,388.32
5270,lb2h close tp200pts trail_prog slSome(30) ksme slip2 [entry 05-09 only  lb=2h],2,24,33.3333,-3.18,0.772857,-1.2178,-2.9246,-178.00,388.32
5271,lb3h close tp75pts trail_prog slSome(30) ksme slip2 [entry 05-09 only  lb=3h],2,24,33.3333,-3.18,0.772857,-1.2178,-2.9246,-178.00,388.32
5272,lb3h close tp100pts trail_prog slSome(30) ksme slip2 [entry 05-09 only  lb=3h],2,24,33.3333,-3.18,0.772857,-1.2178,-2.9246,-178.00,388.32
5273,lb3h close tp125pts trail_prog slSome(30) ksme slip2 [entry 05-09 only  lb=3h],2,24,33.3333,-3.18,0.772857,-1.2178,-2.9246,-178.00,388.32
5274,lb3h close tp150pts trail_prog slSome(30) ksme slip2 [entry 05-09 only  lb=3h],2,24,33.3333,-3.18,0.772857,-1.2178,-2.9246,-178.00,388.32
5275,lb3h close tp175pts trail_prog slSome(30) ksme slip2 [entry 05-09 only  lb=3h],2,24,33.3333,-3.18,0.772857,-1.2178,-2.9246,-178.00,388.32
5276,lb3h close tp200pts trail_prog slSome(30) ksme slip2 [entry 05-09 only  lb=3h],2,24,33.3333,-3.18,0.772857,-1.2178,-2.9246,-178.00,388.32
5277,lb1h close tp125pts trail_prog slSome(30) kems slip3 [entry 05-09 only  lb=1h],3,43,30.2326,-2.98,0.864545,-1.2178,-3.3117,-201.56,433.53
5278,lb1h pair_mid tp40pts trail_be1r slSome(30) ksme slip1 [entry 05-09 only  lb=1h],1,38,34.2105,5.20,1.236364,-1.2200,-3.2141,-195.62,494.83
5279,lb1h pair_mid tp50pts trail_be1r slSome(30) ksme slip3 [entry 05-09 only  lb=1h],3,38,28.9474,2.88,1.130909,-1.2200,-3.2141,-195.62,599.28
5280,lb2h pair_mid tp40pts trail_be1r slSome(30) ksme slip1 [entry 05-09 only  lb=2h],1,38,34.2105,5.20,1.236364,-1.2200,-3.2141,-195.62,494.83
5281,lb2h pair_mid tp50pts trail_be1r slSome(30) ksme slip3 [entry 05-09 only  lb=2h],3,38,28.9474,2.88,1.130909,-1.2200,-3.2141,-195.62,599.28
5282,lb3h pair_mid tp40pts trail_be1r slSome(30) ksme slip1 [entry 05-09 only  lb=3h],1,38,34.2105,5.20,1.236364,-1.2200,-3.2141,-195.62,494.83
5283,lb3h pair_mid tp50pts trail_be1r slSome(30) ksme slip3 [entry 05-09 only  lb=3h],3,38,28.9474,2.88,1.130909,-1.2200,-3.2141,-195.62,599.28
5284,lb1h pair_mid tp40pts trail_none slSome(30) kems slip1 [entry 05-09 only  lb=1h],1,42,40.4762,3.81,1.1524,-1.2200,-3.2956,-200.58,736.97
5285,lb1h close tp75pts trail_prog slSome(30) ksme slip2 [entry 05-09 only  lb=1h],2,25,32.00,-3.18,0.772857,-1.2260,-2.9614,-180.24,388.32
5286,lb1h close tp100pts trail_prog slSome(30) ksme slip2 [entry 05-09 only  lb=1h],2,25,32.00,-3.18,0.772857,-1.2260,-2.9614,-180.24,388.32
5287,lb1h close tp125pts trail_prog slSome(30) ksme slip2 [entry 05-09 only  lb=1h],2,25,32.00,-3.18,0.772857,-1.2260,-2.9614,-180.24,388.32
5288,lb1h close tp150pts trail_prog slSome(30) ksme slip2 [entry 05-09 only  lb=1h],2,25,32.00,-3.18,0.772857,-1.2260,-2.9614,-180.24,388.32
5289,lb1h close tp175pts trail_prog slSome(30) ksme slip2 [entry 05-09 only  lb=1h],2,25,32.00,-3.18,0.772857,-1.2260,-2.9614,-180.24,388.32
5290,lb1h close tp200pts trail_prog slSome(30) ksme slip2 [entry 05-09 only  lb=1h],2,25,32.00,-3.18,0.772857,-1.2260,-2.9614,-180.24,388.32
5291,lb0h pair_mid tp40pts trail_prog slSome(25) kems slip2 [entry 05-09 only  lb=0h],2,40,40.00,0.38,1.017273,-1.2270,-3.2690,-198.96,711.99
5292,lb0h pair_mid tp150pts trail_be1r slSome(25) ksme slip1 [entry 05-09 only  lb=0h],1,35,8.5714,-7.56,0.6220,-1.2282,-3.1694,-192.90,793.54
5293,lb2h close tp200pts trail_be1r slSome(30) kems slip2 [entry 05-09 only  lb=2h],2,41,4.8780,-8.12,0.613333,-1.2282,-3.2917,-200.34,502.58
5294,lb3h close tp200pts trail_be1r slSome(30) kems slip2 [entry 05-09 only  lb=3h],2,41,4.8780,-8.12,0.613333,-1.2282,-3.2917,-200.34,502.58
5295,lb1h pair_mid tp50pts trail_none slSome(30) kems slip3 [entry 05-09 only  lb=1h],3,42,35.7143,-0.13,0.995185,-1.2301,-3.3160,-201.82,851.93
5296,lb2h close tp150pts trail_none slSome(30) ksme slip1 [entry 05-09 only  lb=2h],1,24,8.3333,-9.08,0.587273,-1.2323,-2.9535,-179.76,477.60
5297,lb3h close tp150pts trail_none slSome(30) ksme slip1 [entry 05-09 only  lb=3h],1,24,8.3333,-9.08,0.587273,-1.2323,-2.9535,-179.76,477.60
5298,lb0h pair_mid tp50pts trail_be1r slSome(30) ksme slip1 [entry 05-09 only  lb=0h],1,36,27.7778,3.22,1.153333,-1.2364,-3.2062,-195.14,521.80
5299,lb0h close tp175pts trail_be1r slSome(25) kems slip3 [entry 05-09 only  lb=0h],3,40,5.00,-5.72,0.698947,-1.2364,-3.2877,-200.10,429.60
5300,lb1h close tp200pts trail_be1r slSome(30) kems slip2 [entry 05-09 only  lb=1h],2,42,4.7619,-8.12,0.613333,-1.2364,-3.3285,-202.58,502.58
5301,lb2h close tp175pts trail_be1r slSome(30) ksme slip3 [entry 05-09 only  lb=2h],3,24,4.1667,-6.25,0.553571,-1.2405,-2.9699,-180.76,396.08
5302,lb3h close tp175pts trail_be1r slSome(30) ksme slip3 [entry 05-09 only  lb=3h],3,24,4.1667,-6.25,0.553571,-1.2405,-2.9699,-180.76,396.08
5303,lb0h prev_open tp75pts trail_prog slSome(25) ksme slip1 [entry 05-09 only  lb=0h],1,33,33.3333,7.31,1.348095,-1.2405,-3.1533,-191.92,464.56
5304,lb0h pair_mid tp150pts trail_prog slNone kems slip1 [entry 05-09 only  lb=0h],1,39,25.6410,3.07,1.139545,-1.2434,-3.2815,-199.72,798.77
5305,lb0h close rr2.0 trail_be1r slSome(30) kems slip3 [entry 05-09 only  lb=0h],3,41,21.9512,-2.33,0.8835,-1.2446,-3.3245,-202.34,384.16
5306,lb3h pair_mid tp125pts trail_none slSome(25) kems slip2 [entry 05-09 only  lb=3h],2,39,17.9487,-10.16,0.6825,-1.2466,-3.2877,-200.10,791.16
5307,lb1h pair_mid tp175pts trail_prog slNone kems slip1 [entry 05-09 only  lb=1h],1,41,26.8293,2.55,1.110870,-1.2476,-3.3304,-202.70,773.75
5308,lb2h pair_mid tp175pts trail_prog slNone kems slip1 [entry 05-09 only  lb=2h],1,41,26.8293,2.55,1.110870,-1.2476,-3.3304,-202.70,773.75
5309,lb1h close tp175pts trail_be1r slSome(30) ksme slip3 [entry 05-09 only  lb=1h],3,25,4.00,-6.25,0.553571,-1.2528,-3.0150,-183.50,396.08
5310,lb2h close tp75pts trail_prog slSome(30) ksme slip3 [entry 05-09 only  lb=2h],3,24,33.3333,-3.31,0.763571,-1.2548,-2.9985,-182.50,403.32
5311,lb2h close tp100pts trail_prog slSome(30) ksme slip3 [entry 05-09 only  lb=2h],3,24,33.3333,-3.31,0.763571,-1.2548,-2.9985,-182.50,403.32
5312,lb2h close tp125pts trail_prog slSome(30) ksme slip3 [entry 05-09 only  lb=2h],3,24,33.3333,-3.31,0.763571,-1.2548,-2.9985,-182.50,403.32
5313,lb2h close tp150pts trail_prog slSome(30) ksme slip3 [entry 05-09 only  lb=2h],3,24,33.3333,-3.31,0.763571,-1.2548,-2.9985,-182.50,403.32
5314,lb2h close tp175pts trail_prog slSome(30) ksme slip3 [entry 05-09 only  lb=2h],3,24,33.3333,-3.31,0.763571,-1.2548,-2.9985,-182.50,403.32
5315,lb2h close tp200pts trail_prog slSome(30) ksme slip3 [entry 05-09 only  lb=2h],3,24,33.3333,-3.31,0.763571,-1.2548,-2.9985,-182.50,403.32
5316,lb3h close tp75pts trail_prog slSome(30) ksme slip3 [entry 05-09 only  lb=3h],3,24,33.3333,-3.31,0.763571,-1.2548,-2.9985,-182.50,403.32
5317,lb3h close tp100pts trail_prog slSome(30) ksme slip3 [entry 05-09 only  lb=3h],3,24,33.3333,-3.31,0.763571,-1.2548,-2.9985,-182.50,403.32
5318,lb3h close tp125pts trail_prog slSome(30) ksme slip3 [entry 05-09 only  lb=3h],3,24,33.3333,-3.31,0.763571,-1.2548,-2.9985,-182.50,403.32
5319,lb3h close tp150pts trail_prog slSome(30) ksme slip3 [entry 05-09 only  lb=3h],3,24,33.3333,-3.31,0.763571,-1.2548,-2.9985,-182.50,403.32
5320,lb3h close tp175pts trail_prog slSome(30) ksme slip3 [entry 05-09 only  lb=3h],3,24,33.3333,-3.31,0.763571,-1.2548,-2.9985,-182.50,403.32
5321,lb3h close tp200pts trail_prog slSome(30) ksme slip3 [entry 05-09 only  lb=3h],3,24,33.3333,-3.31,0.763571,-1.2548,-2.9985,-182.50,403.32
5322,lb0h pair_mid tp40pts trail_none slNone kems slip3 [entry 05-09 only  lb=0h],3,40,42.500,-0.60,0.973913,-1.2569,-3.3288,-202.60,735.82
5323,lb0h prev_open tp50pts trail_prog slSome(25) ksme slip3 [entry 05-09 only  lb=0h],3,33,36.3636,1.97,1.0985,-1.2589,-3.1901,-194.16,601.56
5324,lb1h close tp75pts trail_prog slSome(30) ksme slip3 [entry 05-09 only  lb=1h],3,25,32.00,-3.31,0.763571,-1.2671,-3.0436,-185.24,403.32
5325,lb1h close tp100pts trail_prog slSome(30) ksme slip3 [entry 05-09 only  lb=1h],3,25,32.00,-3.31,0.763571,-1.2671,-3.0436,-185.24,403.32
5326,lb1h close tp125pts trail_prog slSome(30) ksme slip3 [entry 05-09 only  lb=1h],3,25,32.00,-3.31,0.763571,-1.2671,-3.0436,-185.24,403.32
5327,lb1h close tp150pts trail_prog slSome(30) ksme slip3 [entry 05-09 only  lb=1h],3,25,32.00,-3.31,0.763571,-1.2671,-3.0436,-185.24,403.32
5328,lb1h close tp175pts trail_prog slSome(30) ksme slip3 [entry 05-09 only  lb=1h],3,25,32.00,-3.31,0.763571,-1.2671,-3.0436,-185.24,403.32
5329,lb1h close tp200pts trail_prog slSome(30) ksme slip3 [entry 05-09 only  lb=1h],3,25,32.00,-3.31,0.763571,-1.2671,-3.0436,-185.24,403.32
5330,lb2h close tp100pts trail_none slSome(30) ksme slip2 [entry 05-09 only  lb=2h],2,24,12.500,-1.75,0.916667,-1.2692,-3.0275,-184.26,471.86
5331,lb3h close tp100pts trail_none slSome(30) ksme slip2 [entry 05-09 only  lb=3h],2,24,12.500,-1.75,0.916667,-1.2692,-3.0275,-184.26,471.86
5332,lb0h pair_mid tp75pts trail_none slNone kems slip1 [entry 05-09 only  lb=0h],1,39,28.2051,-5.37,0.808214,-1.2692,-3.3331,-202.86,738.65
5333,lb0h prev_open tp100pts trail_prog slSome(25) ksme slip1 [entry 05-09 only  lb=0h],1,33,33.3333,7.78,1.370476,-1.2753,-3.2230,-196.16,463.31
5334,lb0h close tp150pts trail_none slSome(30) ksme slip2 [entry 05-09 only  lb=0h],2,23,8.6957,-8.24,0.607619,-1.2816,-3.0317,-184.52,432.12
5335,lb0h pair_mid tp40pts trail_be1r slSome(25) kems slip3 [entry 05-09 only  lb=0h],3,40,40.00,1.02,1.046364,-1.2816,-3.3781,-205.60,733.99
5336,lb0h pair_mid tp40pts trail_prog slSome(25) kems slip3 [entry 05-09 only  lb=0h],3,40,40.00,1.02,1.046364,-1.2816,-3.3781,-205.60,733.99
5337,lb0h pair_mid tp175pts trail_none slSome(25) ksme slip3 [entry 05-09 only  lb=0h],3,35,11.4286,-10.38,0.665161,-1.2876,-3.2884,-200.14,1121.04
5338,lb1h pair_mid tp50pts trail_none slSome(25) ksme slip1 [entry 05-09 only  lb=1h],1,37,29.7297,0.21,1.008077,-1.2876,-3.3291,-202.62,619.54
5339,lb0h pair_mid tp40pts trail_none slSome(30) ksme slip1 [entry 05-09 only  lb=0h],1,36,36.1111,0.39,1.016957,-1.2898,-3.3130,-201.64,472.84
5340,lb0h pair_mid tp175pts trail_be1r slSome(30) ksme slip3 [entry 05-09 only  lb=0h],3,36,8.3333,-7.85,0.626190,-1.2939,-3.3212,-202.14,922.78
5341,lb0h pair_mid rr2.0 trail_none slSome(30) ksme slip3 [entry 05-09 only  lb=0h],3,36,30.5556,-3.37,0.8652,-1.2959,-3.3252,-202.38,750.80
5342,lb2h pair_mid rr2.5 trail_none slSome(30) ksme slip2 [entry 05-09 only  lb=2h],2,37,27.0270,-2.27,0.915926,-1.3041,-3.3620,-204.62,715.29
5343,lb3h pair_mid rr2.5 trail_none slSome(30) ksme slip2 [entry 05-09 only  lb=3h],2,37,27.0270,-2.27,0.915926,-1.3041,-3.3620,-204.62,715.29
5344,lb0h close tp200pts trail_prog slSome(30) kems slip3 [entry 05-09 only  lb=0h],3,41,31.7073,-2.11,0.8945,-1.3041,-3.4435,-209.58,376.43
5345,lb2h close tp125pts trail_be1r slSome(25) kems slip3 [entry 05-09 only  lb=2h],3,41,7.3171,1.54,1.073333,-1.3062,-3.4477,-209.84,513.22
5346,lb3h close tp125pts trail_be1r slSome(25) kems slip3 [entry 05-09 only  lb=3h],3,41,7.3171,1.54,1.073333,-1.3062,-3.4477,-209.84,513.22
5347,lb0h pair_mid tp200pts trail_be1r slSome(25) kems slip1 [entry 05-09 only  lb=0h],1,39,7.6923,-10.60,0.495238,-1.3082,-3.4109,-207.60,762.88
5348,lb2h pair_mid tp40pts trail_none slNone kems slip2 [entry 05-09 only  lb=2h],2,41,41.4634,2.00,1.083333,-1.3144,-3.4642,-210.84,759.56
5349,lb3h pair_mid tp40pts trail_none slNone kems slip2 [entry 05-09 only  lb=3h],2,41,41.4634,2.00,1.083333,-1.3144,-3.4642,-210.84,759.56
5350,lb1h pair_mid tp75pts trail_none slSome(25) ksme slip1 [entry 05-09 only  lb=1h],1,37,21.6216,-5.85,0.798276,-1.3164,-3.3866,-206.12,641.29
5351,lb1h prev_open tp50pts trail_none slSome(25) ksme slip3 [entry 05-09 only  lb=1h],3,35,31.4286,9.49,1.395417,-1.3185,-3.3501,-203.90,661.04
5352,lb1h close tp125pts trail_be1r slSome(25) kems slip3 [entry 05-09 only  lb=1h],3,42,7.1429,1.54,1.073333,-1.3185,-3.4928,-212.58,513.22
5353,lb2h close tp50pts trail_be1r slSome(25) kems slip3 [entry 05-09 only  lb=2h],3,42,19.0476,-2.31,0.8950,-1.3226,-3.5010,-213.08,490.90
5354,lb3h close tp50pts trail_be1r slSome(25) kems slip3 [entry 05-09 only  lb=3h],3,42,19.0476,-2.31,0.8950,-1.3226,-3.5010,-213.08,490.90
5355,lb2h pair_mid rr2.0 trail_none slSome(25) ksme slip3 [entry 05-09 only  lb=2h],3,36,30.5556,-3.44,0.8624,-1.3287,-3.3909,-206.38,697.30
5356,lb3h pair_mid rr2.0 trail_none slSome(25) ksme slip3 [entry 05-09 only  lb=3h],3,36,30.5556,-3.44,0.8624,-1.3287,-3.3909,-206.38,697.30
5357,lb1h prev_open tp75pts trail_prog slSome(25) ksme slip1 [entry 05-09 only  lb=1h],1,35,34.2857,13.11,1.595909,-1.3309,-3.3748,-205.40,510.80
5358,lb0h pair_mid tp50pts trail_none slSome(25) ksme slip3 [entry 05-09 only  lb=0h],3,35,31.4286,1.19,1.049583,-1.3328,-3.3787,-205.64,598.56
5359,lb0h close tp175pts trail_be1r slSome(30) kems slip1 [entry 05-09 only  lb=0h],1,40,5.00,-7.63,0.598421,-1.3350,-3.4849,-212.10,429.60
5360,lb1h close tp50pts trail_be1r slSome(25) kems slip3 [entry 05-09 only  lb=1h],3,43,18.6047,-2.31,0.8950,-1.3350,-3.5460,-215.82,493.64
5361,lb2h close tp150pts trail_be1r slSome(30) ksme slip1 [entry 05-09 only  lb=2h],1,24,4.1667,-7.19,0.486429,-1.3391,-3.1671,-192.76,368.08
5362,lb3h close tp150pts trail_be1r slSome(30) ksme slip1 [entry 05-09 only  lb=3h],1,24,4.1667,-7.19,0.486429,-1.3391,-3.1671,-192.76,368.08
5363,lb2h prev_open tp175pts trail_prog slSome(25) ksme slip1 [entry 05-09 only  lb=2h],1,34,32.3529,12.53,1.569545,-1.3410,-3.3748,-205.40,457.05
5364,lb3h prev_open tp175pts trail_prog slSome(25) ksme slip1 [entry 05-09 only  lb=3h],1,34,32.3529,12.53,1.569545,-1.3410,-3.3748,-205.40,457.05
5365,lb1h close tp150pts trail_be1r slSome(30) ksme slip1 [entry 05-09 only  lb=1h],1,25,4.00,-7.19,0.486429,-1.3432,-3.1957,-194.50,368.08
5366,lb2h pair_mid tp50pts trail_none slSome(25) kems slip2 [entry 05-09 only  lb=2h],2,41,34.1463,-1.52,0.943704,-1.3493,-3.5338,-215.08,783.43
5367,lb3h pair_mid tp50pts trail_none slSome(25) kems slip2 [entry 05-09 only  lb=3h],2,41,34.1463,-1.52,0.943704,-1.3493,-3.5338,-215.08,783.43
5368,lb0h close tp150pts trail_none slSome(30) kems slip3 [entry 05-09 only  lb=0h],3,40,12.500,-9.84,0.718857,-1.3514,-3.5177,-214.10,624.88
5369,lb1h pair_mid tp40pts trail_prog slSome(25) ksme slip2 [entry 05-09 only  lb=1h],2,37,35.1351,0.72,1.034286,-1.3544,-3.4625,-210.74,506.59
5370,lb2h pair_mid tp40pts trail_prog slSome(25) ksme slip2 [entry 05-09 only  lb=2h],2,37,35.1351,0.72,1.034286,-1.3544,-3.4625,-210.74,506.59
5371,lb3h pair_mid tp40pts trail_prog slSome(25) ksme slip2 [entry 05-09 only  lb=3h],2,37,35.1351,0.72,1.034286,-1.3544,-3.4625,-210.74,506.59
5372,lb1h prev_open tp50pts trail_be1r slSome(25) ksme slip2 [entry 05-09 only  lb=1h],2,35,28.5714,-2.37,0.887143,-1.3555,-3.4241,-208.40,675.54
5373,lb2h close tp100pts trail_none slSome(30) kems slip2 [entry 05-09 only  lb=2h],2,41,17.0732,-3.04,0.910588,-1.3555,-3.5463,-215.84,531.90
5374,lb3h close tp100pts trail_none slSome(30) kems slip2 [entry 05-09 only  lb=3h],2,41,17.0732,-3.04,0.910588,-1.3555,-3.5463,-215.84,531.90
5375,lb3h pair_mid tp200pts trail_be1r slSome(30) kems slip1 [entry 05-09 only  lb=3h],1,40,7.500,-10.67,0.491905,-1.3575,-3.5299,-214.84,729.97
5376,lb1h pair_mid tp40pts trail_none slSome(25) kems slip3 [entry 05-09 only  lb=1h],3,42,40.4762,2.77,1.1108,-1.3596,-3.5749,-217.58,745.97
5377,lb2h prev_open tp150pts trail_prog slSome(25) ksme slip1 [entry 05-09 only  lb=2h],1,34,32.3529,12.49,1.567727,-1.3616,-3.4159,-207.90,439.41
5378,lb3h prev_open tp150pts trail_prog slSome(25) ksme slip1 [entry 05-09 only  lb=3h],1,34,32.3529,12.49,1.567727,-1.3616,-3.4159,-207.90,439.41
5379,lb1h pair_mid rr2.0 trail_none slSome(30) ksme slip3 [entry 05-09 only  lb=1h],3,38,31.5789,-2.46,0.905385,-1.3616,-3.4974,-212.86,791.54
5380,lb1h prev_open tp100pts trail_prog slSome(25) ksme slip1 [entry 05-09 only  lb=1h],1,35,34.2857,13.58,1.617273,-1.3657,-3.4445,-209.64,509.55
5381,lb3h pair_mid tp200pts trail_be1r slSome(25) kems slip2 [entry 05-09 only  lb=3h],2,40,7.500,-10.66,0.492381,-1.3657,-3.5463,-215.84,721.97
5382,lb1h pair_mid tp40pts trail_be1r slSome(30) kems slip3 [entry 05-09 only  lb=1h],3,42,40.4762,4.52,1.196522,-1.3719,-3.5996,-219.08,737.47
5383,lb2h pair_mid tp40pts trail_be1r slSome(30) kems slip3 [entry 05-09 only  lb=2h],3,42,40.4762,4.52,1.196522,-1.3719,-3.5996,-219.08,737.47
5384,lb3h pair_mid tp40pts trail_be1r slSome(30) kems slip3 [entry 05-09 only  lb=3h],3,42,40.4762,4.52,1.196522,-1.3719,-3.5996,-219.08,737.47
5385,lb2h pair_mid tp175pts trail_none slSome(25) ksme slip3 [entry 05-09 only  lb=2h],3,36,11.1111,-11.38,0.644375,-1.3760,-3.4855,-212.14,1181.02
5386,lb3h pair_mid tp175pts trail_none slSome(25) ksme slip3 [entry 05-09 only  lb=3h],3,36,11.1111,-11.38,0.644375,-1.3760,-3.4855,-212.14,1181.02
